@RELATION segments

@ATTRIBUTE seg-0 REAL
@ATTRIBUTE seg-1 REAL
@ATTRIBUTE seg-2 REAL
@ATTRIBUTE seg-3 REAL
@ATTRIBUTE seg-4 REAL
@ATTRIBUTE class {AFIB,ASYS,B,BI,HGEA,N,NOD,PM,SBR,SVTA,VER,VF,VFL,VT}

@DATA
230,80,330,320,330,N
280,290,280,320,320,N
340,340,350,310,250,N
250,230,220,230,160,N
80,160,80,30,330,N
300,100,110,50,130,N
130,250,230,280,300,N
380,150,150,290,350,N
300,290,340,310,260,N
360,280,360,340,360,N
370,320,360,370,350,N
370,360,370,270,290,N
260,370,330,290,330,N
360,320,310,310,290,N
390,370,320,40,360,N
300,40,280,240,210,N
250,410,340,140,220,N
360,310,240,260,370,N
390,360,360,370,370,N
310,380,290,390,370,N
330,330,370,380,340,N
380,380,330,300,280,N
370,290,280,390,380,N
330,360,330,380,360,N
300,260,400,380,380,N
370,360,340,370,360,N
250,410,390,300,370,N
360,380,380,380,340,N
310,390,390,350,380,N
340,390,380,380,370,N
370,360,320,290,380,N
380,370,350,260,380,N
390,360,360,370,340,N
340,390,360,400,400,N
370,370,360,300,360,N
260,270,390,270,380,N
330,380,340,300,360,N
320,260,250,370,340,N
360,340,240,230,210,N
410,380,360,330,360,N
360,350,320,380,380,N
370,340,350,350,360,N
360,370,270,250,390,N
400,360,360,350,330,N
270,390,390,300,340,N
370,280,360,380,350,N
370,360,340,370,390,N
340,370,380,350,360,N
380,350,370,340,310,N
370,330,300,380,310,N
330,360,250,260,370,N
260,350,330,250,380,N
330,330,360,320,360,N
360,340,360,310,230,N
240,220,230,250,120,N
160,40,110,60,80,N
70,300,240,180,60,N
230,130,110,270,230,N
230,240,370,350,340,N
250,340,370,360,350,N
380,370,340,380,260,N
250,230,240,250,390,N
300,370,350,330,380,N
370,300,240,140,90,N
430,380,360,360,320,N
380,400,350,390,400,N
360,390,390,380,390,N
390,390,390,370,360,N
280,400,370,340,250,N
260,380,340,350,360,N
320,370,390,380,360,N
400,380,380,340,320,N
360,390,370,300,400,N
370,370,370,380,380,N
370,370,400,350,380,N
380,360,360,310,370,N
390,370,320,340,270,N
350,350,280,240,230,N
230,410,370,380,370,N
300,230,410,400,400,N
360,370,370,380,370,N
370,390,390,380,380,N
360,360,370,380,380,N
390,360,380,310,310,N
370,390,280,400,350,N
380,370,380,360,360,N
360,380,330,390,380,N
330,390,350,360,360,N
310,400,360,380,360,N
380,380,370,380,380,N
370,370,320,350,280,N
360,270,270,330,370,N
350,350,350,350,360,N
310,390,330,380,380,N
370,400,360,370,390,N
360,290,400,400,340,N
370,400,380,340,390,N
370,340,400,370,370,N
390,360,330,370,370,N
340,380,330,230,220,N
210,230,260,400,380,N
350,340,280,230,260,N
360,330,370,370,350,N
360,380,370,360,400,N
370,380,310,390,380,N
350,390,370,320,370,N
350,270,380,370,320,N
380,280,390,390,320,N
350,320,390,360,260,N
80,260,270,320,280,N
330,220,90,250,230,N
220,230,210,230,230,N
250,230,200,130,80,N
210,200,160,250,200,N
200,190,200,190,190,N
180,210,250,250,260,N
230,230,220,190,180,N
240,40,90,110,50,VT
50,140,140,40,60,VT
140,60,100,130,90,VT
60,80,90,90,80,VT
90,80,70,80,70,VT
80,110,110,70,70,VT
70,70,70,60,40,VT
100,70,40,110,40,VT
110,70,30,70,230,VT
120,90,30,130,70,VT
50,70,60,90,40,VT
60,60,60,90,40,VT
120,60,90,40,120,VT
50,350,140,100,130,VT
220,190,100,100,220,VT
230,150,90,220,200,VT
130,130,130,90,80,VT
120,50,80,150,120,VT
130,140,100,170,260,VT
150,130,130,120,130,VT
130,60,200,180,130,VT
130,130,130,130,130,VT
140,130,130,130,130,VT
130,130,130,130,130,VT
140,130,130,130,140,VT
140,130,130,140,140,VT
140,140,140,140,140,VT
140,140,130,140,140,VT
130,140,140,150,130,VT
150,140,150,150,150,VT
140,150,150,150,160,VT
160,150,150,140,160,VT
150,150,150,150,160,VT
150,180,180,170,170,VT
160,140,100,50,150,VT
160,150,150,180,190,VT
140,40,210,340,200,VT
180,170,180,340,120,VT
320,350,130,220,140,VT
360,120,350,120,240,VT
160,180,150,200,130,VT
160,120,360,120,140,VT
200,130,210,150,160,VT
180,200,110,160,40,VT
170,170,120,180,210,VT
140,110,110,90,100,VT
220,120,110,170,110,VT
210,120,190,120,120,VT
90,120,160,40,130,VT
160,70,120,120,150,VT
200,130,150,110,130,VT
240,150,320,120,280,VT
120,250,130,190,180,VT
150,130,200,220,370,VT
120,240,130,170,350,VT
120,170,120,100,210,VT
190,170,120,170,170,VT
230,120,210,160,170,VT
130,220,130,350,120,VT
170,380,150,130,250,VT
130,280,130,120,50,VT
270,140,230,160,150,VT
170,330,130,300,140,VT
280,150,260,130,360,VT
140,250,160,140,390,VT
130,210,340,140,180,VT
390,130,200,340,140,VT
220,360,170,160,250,VT
140,290,130,230,180,VT
170,170,190,210,370,VT
340,280,240,210,200,VT
160,40,210,350,170,VT
140,170,170,210,190,VT
190,190,360,40,100,VT
90,90,110,60,90,VT
160,200,40,90,80,VT
190,190,200,80,130,VT
130,80,180,190,170,VT
40,170,130,50,140,VT
80,200,190,200,190,VT
210,390,180,160,180,VT
350,160,30,180,40,VT
140,30,40,170,180,VT
120,80,130,120,130,VT
140,120,250,390,140,VT
220,320,30,340,240,VT
40,250,230,230,390,VT
190,160,350,170,170,VT
200,180,150,280,190,VT
260,180,270,220,380,VT
360,340,290,280,140,VT
50,100,230,240,380,VT
300,110,170,100,260,VT
340,110,180,390,390,VT
340,40,300,400,280,VT
220,270,410,360,270,VT
130,80,210,200,170,VT
40,150,250,240,90,VT
40,260,150,90,220,VT
180,40,120,60,30,VT
240,220,220,230,140,VT
70,210,190,30,100,VT
120,210,220,240,260,VT
290,290,240,240,230,VT
130,80,180,40,240,VT
370,340,330,300,280,VT
400,330,360,320,250,VT
230,270,380,320,320,VT
310,260,250,270,400,VT
360,320,350,370,360,VT
240,230,220,240,420,VT
340,270,230,260,380,VT
390,350,280,260,260,VT
170,80,150,370,310,VT
260,250,240,150,240,VT
100,150,90,220,210,VT
210,210,290,340,320,VT
230,40,240,220,220,VT
250,380,360,360,310,VT
250,230,220,220,410,VT
360,360,290,240,220,VT
210,210,230,230,240,VT
260,240,270,240,180,VT
40,100,120,100,120,VT
328,337,335,334,332,NOD
335,338,329,337,336,NOD
335,331,336,336,330,NOD
336,335,333,330,339,NOD
334,331,335,336,334,NOD
332,337,334,331,336,NOD
335,336,329,344,331,NOD
335,336,335,339,329,NOD
343,331,336,333,336,NOD
333,333,341,331,338,NOD
335,338,333,336,339,NOD
331,336,337,336,334,NOD
336,337,331,335,335,NOD
335,332,335,337,329,NOD
336,335,333,332,336,NOD
337,330,335,335,335,NOD
330,338,333,327,289,NOD
293,150,346,318,159,NOD
335,334,338,338,333,NOD
336,341,335,334,340,NOD
337,334,334,342,331,NOD
339,338,337,334,335,NOD
341,329,337,335,338,NOD
331,338,338,333,337,NOD
337,337,332,339,336,NOD
332,335,335,335,331,NOD
336,335,333,335,334,NOD
337,329,341,331,338,NOD
334,160,359,355,337,NOD
336,336,334,340,332,NOD
337,338,337,335,334,NOD
341,332,337,338,337,NOD
339,337,341,333,340,NOD
337,336,334,335,340,NOD
331,335,336,337,333,NOD
339,339,324,348,338,NOD
335,331,340,334,329,NOD
336,337,332,331,337,NOD
330,333,331,334,333,NOD
329,340,331,332,332,NOD
338,331,329,337,330,NOD
335,330,339,334,180,NOD
326,351,330,335,183,NOD
333,347,332,343,179,NOD
301,156,330,167,109,NOD
304,168,105,293,174,NOD
104,278,171,332,142,NOD
373,320,160,344,151,NOD
342,148,338,148,441,NOD
363,362,348,338,345,NOD
342,343,339,345,341,NOD
336,345,335,341,337,NOD
341,339,334,258,361,NOD
345,336,342,336,336,NOD
341,335,249,359,352,NOD
335,337,339,339,336,NOD
335,344,332,338,340,NOD
335,529,356,336,339,NOD
344,340,330,340,340,NOD
340,330,340,340,340,NOD
330,340,340,330,350,NOD
330,340,340,340,330,NOD
340,340,330,340,340,NOD
340,330,330,350,330,NOD
190,330,350,340,330,NOD
350,330,340,340,340,NOD
330,340,340,340,340,NOD
330,340,340,340,340,NOD
330,340,340,340,330,NOD
340,340,340,330,340,NOD
340,330,340,340,330,NOD
190,330,350,340,340,NOD
340,340,330,340,340,NOD
340,340,340,340,340,NOD
340,330,340,340,340,NOD
340,340,340,340,340,NOD
340,330,340,340,340,NOD
330,340,340,340,340,NOD
330,350,330,340,330,NOD
290,290,270,280,160,NOD
330,310,150,760,500,NOD
150,350,130,350,140,NOD
370,340,350,350,340,NOD
340,350,340,340,340,NOD
350,120,330,340,350,NOD
340,340,340,350,330,NOD
350,340,340,340,350,NOD
340,330,350,340,340,NOD
340,340,350,330,350,NOD
330,350,340,340,340,NOD
330,350,340,340,340,NOD
340,340,330,350,340,NOD
340,340,340,340,340,NOD
340,340,340,350,330,NOD
340,340,340,340,340,NOD
340,340,340,340,340,NOD
330,350,340,340,340,NOD
340,340,330,350,340,NOD
330,340,350,330,340,NOD
350,330,340,330,360,NOD
340,330,350,340,340,NOD
340,340,340,330,350,NOD
340,340,340,330,340,NOD
340,350,330,340,340,NOD
340,340,340,340,330,NOD
330,340,350,350,340,NOD
340,330,350,340,340,NOD
340,340,350,320,360,NOD
340,330,350,340,330,NOD
350,340,340,290,290,NOD
160,360,310,180,350,NOD
170,340,170,330,170,NOD
330,170,340,360,340,NOD
350,350,340,350,340,NOD
350,340,340,350,340,NOD
340,350,340,340,350,NOD
340,340,350,340,340,NOD
340,340,350,340,340,NOD
350,340,340,340,340,NOD
340,340,340,340,340,NOD
340,350,330,350,340,NOD
340,340,350,340,340,NOD
350,340,340,340,340,NOD
350,330,350,350,340,NOD
340,350,340,340,340,NOD
340,350,340,340,340,NOD
340,350,340,340,340,NOD
340,340,350,340,340,NOD
340,340,340,340,340,NOD
350,330,340,340,340,NOD
340,340,350,330,350,NOD
330,330,340,330,340,NOD
350,360,340,340,330,NOD
350,340,340,340,340,NOD
340,350,340,330,330,NOD
360,340,350,340,340,NOD
340,340,340,350,340,NOD
560,350,350,350,340,NOD
340,350,340,350,340,NOD
350,330,350,350,340,NOD
340,350,340,340,350,NOD
340,340,300,160,350,NOD
180,340,350,530,170,NOD
340,150,360,140,360,NOD
170,330,170,340,360,NOD
350,340,350,350,340,NOD
350,350,340,350,340,NOD
350,350,340,350,340,NOD
350,340,340,350,340,NOD
350,340,340,350,340,NOD
350,340,350,340,340,NOD
350,340,340,350,340,NOD
340,340,350,330,350,NOD
340,340,340,340,350,NOD
340,340,350,340,340,NOD
350,340,330,360,340,NOD
340,350,340,340,340,NOD
350,340,350,340,350,NOD
330,330,360,350,340,NOD
350,340,340,340,340,NOD
340,340,340,350,340,NOD
330,340,340,330,340,NOD
330,340,340,360,340,NOD
350,350,330,340,340,NOD
340,330,340,360,350,NOD
350,350,340,340,350,NOD
340,340,350,340,350,NOD
340,340,350,340,350,NOD
340,340,340,350,340,NOD
340,340,340,330,340,NOD
330,360,350,360,320,NOD
340,340,330,340,330,NOD
340,360,350,290,290,NOD
150,360,320,160,120,NOD
320,370,360,340,320,NOD
270,270,260,260,150,NOD
360,360,350,350,350,NOD
350,350,350,350,350,NOD
350,350,340,360,340,NOD
350,350,130,330,340,NOD
360,340,350,350,350,NOD
340,340,360,340,340,NOD
350,350,350,340,350,NOD
340,350,350,340,350,NOD
340,350,340,340,350,NOD
340,350,340,350,340,NOD
330,360,340,350,340,NOD
340,340,340,340,330,NOD
340,360,350,360,340,NOD
350,340,350,340,340,NOD
340,340,340,330,340,NOD
340,330,340,340,340,NOD
330,340,340,330,340,NOD
330,360,350,360,350,NOD
340,350,340,330,340,NOD
360,360,320,370,330,NOD
340,360,350,340,330,NOD
350,330,340,340,350,NOD
360,320,340,340,330,NOD
340,330,340,340,340,NOD
330,340,330,340,360,NOD
350,360,340,350,340,NOD
340,350,350,340,340,NOD
350,340,340,340,330,NOD
340,340,340,290,290,NOD
280,150,100,300,170,NOD
140,340,160,370,350,NOD
310,260,260,260,250,NOD
260,260,250,250,360,NOD
370,360,350,360,340,NOD
350,350,350,350,340,NOD
360,340,350,340,340,NOD
350,340,350,340,350,NOD
340,340,350,340,340,NOD
350,340,340,350,340,NOD
350,340,340,340,350,NOD
340,340,350,340,340,NOD
340,340,340,350,340,NOD
340,350,340,340,340,NOD
150,370,360,340,340,NOD
340,350,340,340,340,NOD
350,340,340,150,370,NOD
360,340,340,350,340,NOD
340,350,150,370,350,NOD
350,340,350,340,350,NOD
180,340,360,340,340,NOD
350,340,340,350,340,NOD
340,190,340,360,180,NOD
340,360,340,340,360,NOD
340,340,340,350,350,NOD
340,350,340,350,340,NOD
350,340,340,350,340,NOD
350,340,340,310,300,NOD
290,160,350,320,160,NOD
130,80,110,100,70,VT
60,290,70,60,60,VT
60,60,120,120,100,VT
170,110,120,90,30,VT
180,80,230,60,160,VT
90,60,60,50,60,VT
50,60,140,80,50,VT
60,110,30,110,80,VT
50,100,60,50,60,VT
50,50,60,50,110,VT
270,160,60,50,60,VT
60,50,110,170,270,VT
100,130,50,60,110,VT
110,120,100,70,180,VT
120,70,130,70,100,VT
130,70,140,120,60,VT
70,70,140,60,120,VT
70,100,110,130,100,VT
80,280,60,140,130,VT
70,170,100,260,190,VT
210,170,200,180,160,VT
150,120,40,70,210,VT
140,120,70,150,170,VT
90,110,170,30,110,VT
100,140,50,90,80,VT
190,80,110,100,150,VT
90,120,130,110,130,VT
160,110,40,60,240,VT
70,90,120,140,50,VT
150,200,120,90,170,VT
140,160,190,100,110,VT
70,170,40,210,220,VT
170,140,90,70,170,VT
180,120,110,110,160,VT
50,210,70,220,90,VT
90,90,130,80,150,VT
40,140,120,100,40,VT
100,130,140,100,40,VT
60,140,140,80,70,VT
60,80,140,80,90,VT
50,130,80,130,90,VT
50,110,90,100,90,VT
100,140,140,90,100,VT
90,100,100,110,100,VT
100,90,60,190,220,VT
60,270,90,90,120,VT
110,130,150,90,90,VT
120,120,140,100,150,VT
150,40,110,90,180,VT
40,180,60,150,90,VT
120,140,120,110,110,VT
110,110,110,110,110,VT
100,120,100,100,100,VT
110,110,140,130,120,VT
110,120,110,110,110,VT
110,120,110,120,110,VT
110,110,100,110,110,VT
110,110,110,100,110,VT
430,250,210,290,350,NOD
340,340,330,320,320,NOD
310,310,300,300,300,NOD
300,280,300,290,290,NOD
300,290,290,290,290,NOD
290,290,290,290,280,NOD
130,230,40,180,120,VT
80,160,240,80,160,VT
260,270,260,280,260,SVTA
280,260,270,270,260,SVTA
90,110,110,220,40,VT
140,70,60,40,80,VT
90,160,230,140,40,VT
70,50,100,90,90,VT
210,190,210,230,250,SVTA
40,190,190,190,190,SVTA
190,190,180,190,210,SVTA
160,190,190,180,190,SVTA
210,160,190,190,180,SVTA
180,220,160,180,230,SVTA
160,180,80,240,180,SVTA
70,190,190,190,190,SVTA
220,160,190,190,190,SVTA
190,190,190,100,190,SVTA
220,200,210,200,200,SVTA
80,230,100,70,380,SVTA
230,50,150,240,210,SVTA
220,210,190,80,230,SVTA
220,230,150,250,190,SVTA
100,220,230,240,150,SVTA
250,180,500,80,240,SVTA
170,180,260,80,360,SVTA
220,230,220,230,230,SVTA
230,230,190,240,230,SVTA
200,190,390,190,240,SVTA
210,230,220,230,230,SVTA
230,230,230,230,230,SVTA
230,230,230,240,230,SVTA
230,180,240,240,130,SVTA
70,230,210,210,240,SVTA
230,190,250,220,190,SVTA
250,230,180,240,230,SVTA
180,240,230,180,250,SVTA
230,170,250,230,220,SVTA
240,230,230,230,230,SVTA
240,230,230,240,230,SVTA
240,230,220,200,180,SVTA
190,200,210,220,170,SVTA
200,220,170,230,190,SVTA
170,190,200,190,200,SVTA
190,190,200,190,190,SVTA
200,190,190,190,190,SVTA
200,200,190,190,190,SVTA
230,190,160,210,210,SVTA
140,110,210,240,230,SVTA
230,140,250,240,250,SVTA
160,180,80,140,190,SVTA
260,240,240,250,210,SVTA
260,250,250,250,260,SVTA
250,260,250,260,260,SVTA
213,274,283,210,208,AFIB
206,206,220,239,293,AFIB
199,199,207,271,212,AFIB
227,240,231,213,197,AFIB
195,193,279,302,274,AFIB
229,190,296,224,207,AFIB
244,262,218,198,252,AFIB
227,185,203,182,198,AFIB
189,258,240,214,231,AFIB
212,220,191,217,263,AFIB
231,196,210,226,215,AFIB
206,186,266,247,227,AFIB
292,212,201,242,234,AFIB
199,218,203,259,214,AFIB
275,202,236,235,286,AFIB
232,259,278,215,278,AFIB
269,223,211,240,220,AFIB
212,253,233,272,207,AFIB
272,207,270,220,249,AFIB
218,266,223,220,209,AFIB
222,190,245,217,203,AFIB
277,230,180,247,285,AFIB
269,209,252,243,189,AFIB
212,214,243,225,205,AFIB
223,212,193,244,238,AFIB
204,206,196,281,249,AFIB
214,183,201,190,238,AFIB
235,213,214,210,258,AFIB
254,230,222,232,234,AFIB
219,224,282,294,300,AFIB
197,235,201,197,195,AFIB
282,200,290,265,213,AFIB
211,222,246,232,203,AFIB
208,243,254,206,256,AFIB
234,208,210,206,267,AFIB
221,217,193,276,226,AFIB
185,213,192,214,364,AFIB
210,223,294,213,241,AFIB
250,214,192,260,233,AFIB
210,278,298,193,269,AFIB
217,206,292,216,197,AFIB
252,243,208,257,201,AFIB
214,185,267,219,184,AFIB
272,214,259,224,280,AFIB
289,222,215,213,271,AFIB
265,321,202,271,232,AFIB
261,231,249,234,279,AFIB
269,231,203,259,261,AFIB
279,232,204,200,281,AFIB
244,237,206,274,221,AFIB
198,264,232,210,257,AFIB
230,234,204,227,278,AFIB
223,277,266,230,210,AFIB
254,238,196,177,198,AFIB
209,206,198,222,201,AFIB
215,201,248,233,183,AFIB
203,208,250,315,217,AFIB
243,222,259,270,231,AFIB
208,210,250,232,264,AFIB
282,229,206,237,247,AFIB
206,231,209,196,262,AFIB
225,232,204,271,228,AFIB
201,295,196,214,269,AFIB
222,204,278,220,202,AFIB
209,189,272,232,283,AFIB
240,254,217,197,277,AFIB
229,200,264,232,208,AFIB
264,273,207,253,285,AFIB
237,224,204,210,292,AFIB
260,241,249,250,213,AFIB
197,187,265,231,236,AFIB
216,289,234,283,222,AFIB
201,277,223,222,186,AFIB
259,202,214,144,322,AFIB
173,261,320,261,212,AFIB
233,233,237,218,227,AFIB
236,228,261,219,210,AFIB
272,284,222,202,254,AFIB
231,247,235,204,283,AFIB
352,207,216,271,303,AFIB
270,234,210,206,184,AFIB
250,239,200,199,200,AFIB
258,199,218,184,220,AFIB
213,194,282,268,244,AFIB
210,260,250,220,270,AFIB
220,280,220,240,300,AFIB
300,200,210,250,250,AFIB
230,200,260,220,280,AFIB
220,200,210,200,250,AFIB
260,230,210,210,280,AFIB
210,200,270,230,210,AFIB
210,190,200,280,230,AFIB
270,310,230,260,190,AFIB
210,210,250,280,230,AFIB
240,280,300,210,250,AFIB
250,230,210,270,280,AFIB
200,220,220,240,230,AFIB
240,240,270,260,280,AFIB
210,250,260,210,210,AFIB
240,260,270,280,220,AFIB
270,250,310,280,270,AFIB
220,200,210,250,250,AFIB
240,280,280,210,300,AFIB
320,300,270,290,250,AFIB
190,210,230,230,250,AFIB
210,220,220,250,260,AFIB
260,260,210,300,220,AFIB
210,230,220,260,270,AFIB
220,240,190,280,260,AFIB
240,250,220,230,270,AFIB
280,250,180,250,230,AFIB
300,220,220,260,330,AFIB
320,240,230,220,250,AFIB
270,250,230,220,210,AFIB
230,220,210,210,270,AFIB
230,230,220,230,230,AFIB
220,230,210,290,210,AFIB
210,210,230,220,220,AFIB
220,230,220,220,220,AFIB
230,220,220,220,240,AFIB
180,310,220,200,220,AFIB
270,290,210,210,150,AFIB
300,190,240,250,270,AFIB
250,240,240,230,240,AFIB
230,240,230,230,230,AFIB
230,230,240,220,230,AFIB
240,220,200,280,320,AFIB
240,240,290,290,240,AFIB
220,250,220,260,260,AFIB
260,210,190,250,210,AFIB
270,210,200,220,290,AFIB
270,240,210,210,230,AFIB
220,230,290,300,310,AFIB
240,290,310,280,250,AFIB
240,220,280,230,240,AFIB
250,210,230,280,290,AFIB
310,230,190,280,260,AFIB
270,270,240,190,260,AFIB
230,230,250,260,240,AFIB
230,240,230,230,240,AFIB
230,230,230,230,230,AFIB
230,230,240,230,230,AFIB
230,230,230,230,220,AFIB
240,220,240,220,230,AFIB
230,230,230,230,230,AFIB
220,230,250,240,250,AFIB
260,230,230,240,220,AFIB
230,230,230,230,230,AFIB
220,230,230,230,220,AFIB
230,230,230,220,230,AFIB
230,230,220,230,230,AFIB
220,230,230,220,230,AFIB
300,250,250,210,210,AFIB
260,270,240,270,250,AFIB
240,230,230,230,230,AFIB
230,230,190,230,240,AFIB
220,230,230,230,310,AFIB
290,240,230,220,250,AFIB
190,260,200,220,270,AFIB
220,220,210,250,230,AFIB
270,240,250,230,230,AFIB
190,260,250,230,210,AFIB
270,180,200,230,310,AFIB
260,230,240,200,230,AFIB
230,230,220,210,220,AFIB
250,320,270,240,280,AFIB
290,220,260,280,250,AFIB
240,240,230,240,230,AFIB
230,240,220,230,240,AFIB
240,220,240,220,250,AFIB
240,230,240,230,290,AFIB
220,270,280,220,230,AFIB
250,270,230,220,220,AFIB
220,220,220,230,210,AFIB
250,210,240,240,240,AFIB
230,230,230,230,230,AFIB
230,230,200,250,200,AFIB
260,240,240,230,230,AFIB
230,230,230,230,230,AFIB
230,250,260,240,250,AFIB
200,220,260,270,240,AFIB
280,210,220,280,230,AFIB
250,220,280,270,250,AFIB
210,270,260,220,210,AFIB
260,290,270,230,220,AFIB
240,200,260,280,240,AFIB
280,250,180,250,250,AFIB
200,230,240,260,230,AFIB
290,300,230,330,220,AFIB
220,220,220,300,300,AFIB
240,200,200,250,250,AFIB
220,260,210,210,280,AFIB
220,200,260,250,240,AFIB
220,240,200,300,200,AFIB
200,230,230,270,200,AFIB
250,280,290,260,240,AFIB
200,260,250,250,230,AFIB
220,250,240,290,260,AFIB
200,200,250,200,220,AFIB
200,290,240,230,250,AFIB
290,240,290,240,280,AFIB
260,220,210,260,240,AFIB
200,200,270,240,200,AFIB
240,340,180,200,250,AFIB
230,280,230,220,280,AFIB
290,250,300,230,180,AFIB
250,280,280,230,230,AFIB
210,230,260,220,230,AFIB
280,200,190,230,190,AFIB
280,260,200,260,220,AFIB
250,230,260,250,220,AFIB
230,340,200,210,150,AFIB
100,70,150,110,70,VFL
60,100,80,70,70,VFL
160,160,80,80,40,VFL
70,70,270,70,80,VFL
70,80,150,90,260,VFL
70,290,80,70,60,VFL
70,110,80,80,130,VFL
80,70,160,40,100,VFL
40,110,120,150,160,VFL
90,40,120,80,50,VFL
300,310,300,300,210,N
220,180,210,200,210,N
220,220,220,230,230,N
220,220,240,220,240,N
230,230,230,240,250,N
220,240,260,240,220,N
260,250,240,230,250,N
260,250,260,240,240,N
230,230,240,240,240,N
250,240,240,240,240,N
240,230,240,240,240,N
240,280,230,240,240,N
330,220,340,250,350,N
350,300,340,340,290,N
330,260,220,220,340,N
270,330,220,320,280,N
320,320,290,320,230,N
300,250,300,300,310,N
300,310,280,290,160,N
300,250,320,270,180,N
110,370,180,90,70,HGEA
70,120,370,180,100,HGEA
150,110,110,400,180,HGEA
90,260,190,350,190,HGEA
340,340,200,220,360,N
360,360,350,340,220,N
320,290,330,210,180,N
600,310,180,220,310,N
320,310,320,310,320,N
310,320,300,310,300,N
310,300,310,320,310,N
320,310,310,300,300,N
300,300,240,200,180,N
290,190,270,210,310,N
100,340,170,120,350,HGEA
190,80,410,240,90,HGEA
100,190,370,260,90,HGEA
80,150,290,180,250,HGEA
200,300,170,420,80,HGEA
250,300,230,350,180,HGEA
90,80,80,90,340,HGEA
180,90,100,390,170,HGEA
220,310,310,180,300,N
280,320,310,310,320,N
310,320,300,250,310,N
310,320,310,310,310,N
310,300,240,320,300,N
320,310,180,180,310,N
230,310,220,290,320,N
320,260,270,320,310,N
290,240,230,310,310,N
220,280,320,190,160,N
260,200,330,200,320,N
400,250,220,210,210,N
210,200,220,210,240,N
230,250,270,240,260,N
260,250,260,250,250,N
240,250,250,260,250,N
240,230,220,280,220,N
200,210,220,230,230,N
230,230,230,230,230,N
240,230,230,240,230,N
230,230,240,230,250,N
240,240,240,240,250,N
260,240,240,240,250,N
230,260,240,240,240,N
240,240,240,240,240,N
230,240,240,240,230,N
240,230,240,230,240,N
230,230,260,250,230,N
230,230,220,240,230,N
230,220,250,230,230,N
230,230,240,230,230,N
230,220,230,240,230,N
230,240,230,240,230,N
230,220,240,230,230,N
240,230,240,230,240,N
230,230,230,250,230,N
230,240,240,230,240,N
230,230,230,240,230,N
220,230,230,240,230,N
230,240,230,240,230,N
230,250,240,220,220,N
260,250,230,250,230,N
230,230,230,240,230,N
230,240,220,250,230,N
230,240,230,250,240,N
230,240,230,240,230,N
240,230,240,240,230,N
230,210,210,280,240,N
250,230,220,230,230,N
240,240,240,250,240,N
220,220,220,220,220,N
230,220,220,220,230,N
220,220,230,210,230,N
230,220,220,220,230,N
220,220,230,220,230,N
220,230,230,220,220,N
230,230,230,230,230,N
210,240,220,230,220,N
230,230,230,230,230,N
220,230,230,230,230,N
220,230,230,230,230,N
230,220,240,220,220,N
240,230,220,230,230,N
230,220,230,230,230,N
230,220,240,220,240,N
230,210,240,230,220,N
230,230,230,230,240,N
220,230,230,230,230,N
230,210,250,230,220,N
230,240,230,230,230,N
230,220,230,230,240,N
220,230,230,230,230,N
230,230,230,220,240,N
230,230,230,220,240,N
230,230,230,220,230,N
240,220,230,230,230,N
250,220,230,230,220,N
240,230,230,230,220,N
240,230,230,230,220,N
240,220,240,220,240,N
230,230,280,270,230,N
240,230,240,240,230,N
240,240,230,240,240,N
240,350,270,340,230,N
340,350,330,260,260,N
280,260,330,190,330,N
190,270,230,190,230,N
210,210,220,220,220,N
340,340,340,340,330,N
310,270,270,210,210,N
220,220,220,220,220,N
220,220,200,220,230,N
220,230,220,220,230,N
230,240,220,230,230,N
230,220,230,230,230,N
230,220,230,240,230,N
220,230,230,230,220,N
240,220,240,230,220,N
240,220,230,230,230,N
230,230,220,230,460,N
230,220,240,220,230,N
230,230,230,220,230,N
230,220,240,230,220,N
230,230,220,230,230,N
230,230,230,220,230,N
230,230,210,250,220,N
230,230,230,220,270,N
350,290,260,270,260,N
280,340,300,270,250,N
330,270,230,300,340,N
350,310,250,260,320,N
340,320,190,330,340,N
320,260,280,320,330,N
260,210,260,300,330,N
230,320,340,200,200,N
330,210,250,330,260,N
240,340,340,350,280,N
340,330,180,190,200,N
220,210,210,220,220,N
220,210,220,230,230,N
220,230,230,220,230,N
230,230,220,350,200,N
240,350,250,330,300,N
320,330,320,180,210,N
310,280,250,270,340,N
320,320,210,320,330,N
340,330,310,320,320,N
280,280,300,280,320,N
320,190,330,190,110,HGEA
360,190,110,360,200,HGEA
290,190,90,80,120,HGEA
360,200,290,180,100,HGEA
250,170,110,110,380,HGEA
200,240,190,190,90,HGEA
290,190,110,90,280,HGEA
180,110,90,270,190,HGEA
100,170,370,190,340,HGEA
190,90,330,180,100,HGEA
80,290,270,180,280,HGEA
180,100,120,370,180,HGEA
100,160,80,370,190,HGEA
340,180,100,80,300,HGEA
190,100,110,290,180,HGEA
100,120,390,190,120,HGEA
370,190,100,100,90,HGEA
300,190,90,300,190,HGEA
90,350,180,100,110,HGEA
300,160,90,390,190,HGEA
310,350,340,340,340,N
210,200,210,340,340,N
340,340,330,340,230,N
260,330,330,240,340,N
290,220,330,330,330,N
330,330,330,330,330,N
220,280,330,330,320,N
330,320,250,320,330,N
381,195,103,83,263,N
182,96,80,88,284,N
270,100,91,394,194,N
342,264,79,83,88,N
93,97,314,235,82,N
108,189,165,384,156,N
92,81,368,187,98,N
79,277,169,130,372,N
184,93,81,86,275,N
